BayesianSearch: New best config found. Config: {'topK': 150, 'shrink': 300, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2498501770333637, 'tversky_beta': 1.259892351041042} - results: {'ROC_AUC': 0.46802876587301245, 'PRECISION': 0.153369999999997, 'RECALL': 0.153369999999997, 'RECALL_TEST_LEN': 0.153369999999997, 'MAP': 0.08424606349206266, 'MRR': 0.4162046825396853, 'NDCG': 0.1771581647209823, 'F1': 0.153369999999997, 'HIT_RATE': 1.5337, 'ARHR': 0.5847484523809541, 'NOVELTY': 0.005394851306220375, 'DIVERSITY_MEAN_INTER_LIST': 0.9754790419041904, 'DIVERSITY_HERFINDAHL': 0.9975381494, 'COVERAGE_ITEM': 0.13661255149018658, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2136194609929078, 'SHANNON_ENTROPY': 9.554696612517514} - time: 2018-11-30 10:25:41.958473
BayesianSearch: New best config found. Config: {'topK': 400, 'shrink': 50, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1387731033710178, 'tversky_beta': 0.5402196208418231} - results: {'ROC_AUC': 0.47021078174602815, 'PRECISION': 0.1564399999999966, 'RECALL': 0.1564399999999966, 'RECALL_TEST_LEN': 0.1564399999999966, 'MAP': 0.08616386904761845, 'MRR': 0.41653051587301926, 'NDCG': 0.17969959089010953, 'F1': 0.1564399999999966, 'HIT_RATE': 1.5644, 'ARHR': 0.5904874206349213, 'NOVELTY': 0.005561568339514061, 'DIVERSITY_MEAN_INTER_LIST': 0.9819270787078708, 'DIVERSITY_HERFINDAHL': 0.9981828886, 'COVERAGE_ITEM': 0.1813423794523867, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.23299015762757147, 'SHANNON_ENTROPY': 10.069904123061633} - time: 2018-11-30 10:25:56.605250
BayesianSearch: Config is suboptimal. Config: {'topK': 50, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3855836073439505, 'tversky_beta': 0.6539677738252314} - results: {'ROC_AUC': 0.445382146825393, 'PRECISION': 0.14188999999999902, 'RECALL': 0.14188999999999902, 'RECALL_TEST_LEN': 0.14188999999999902, 'MAP': 0.07588996428571389, 'MRR': 0.3878690079365105, 'NDCG': 0.1630790087275207, 'F1': 0.14188999999999902, 'HIT_RATE': 1.4189, 'ARHR': 0.5362859920634946, 'NOVELTY': 0.005292111811337706, 'DIVERSITY_MEAN_INTER_LIST': 0.9687764416441644, 'DIVERSITY_HERFINDAHL': 0.9968679564, 'COVERAGE_ITEM': 0.11412648412890719, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.19582567911714768, 'SHANNON_ENTROPY': 9.174290993459117} - time: 2018-11-30 10:26:07.127103
BayesianSearch: Config is suboptimal. Config: {'topK': 50, 'shrink': 300, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5453779620509591, 'tversky_beta': 1.2329628735914318} - results: {'ROC_AUC': 0.4651503888888852, 'PRECISION': 0.15475999999999737, 'RECALL': 0.15475999999999737, 'RECALL_TEST_LEN': 0.15475999999999737, 'MAP': 0.08558669841269767, 'MRR': 0.4147680158730194, 'NDCG': 0.1783485512316227, 'F1': 0.15475999999999737, 'HIT_RATE': 1.5476, 'ARHR': 0.587565515873018, 'NOVELTY': 0.005483673923605453, 'DIVERSITY_MEAN_INTER_LIST': 0.9806769836983698, 'DIVERSITY_HERFINDAHL': 0.9980578916, 'COVERAGE_ITEM': 0.16496244245214442, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.23485964757709252, 'SHANNON_ENTROPY': 9.955068408537311} - time: 2018-11-30 10:26:17.270253
BayesianSearch: New best config found. Config: {'topK': 200, 'shrink': 10, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3275990177590646, 'tversky_beta': 1.4392389293126022} - results: {'ROC_AUC': 0.4772456626984085, 'PRECISION': 0.1603699999999963, 'RECALL': 0.1603699999999963, 'RECALL_TEST_LEN': 0.1603699999999963, 'MAP': 0.08956764682539597, 'MRR': 0.4244332539682565, 'NDCG': 0.18463237395808102, 'F1': 0.1603699999999963, 'HIT_RATE': 1.6037, 'ARHR': 0.6075709523809523, 'NOVELTY': 0.005549877459853884, 'DIVERSITY_MEAN_INTER_LIST': 0.9810191339133914, 'DIVERSITY_HERFINDAHL': 0.9980921032, 'COVERAGE_ITEM': 0.20775381633147566, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2139773973880597, 'SHANNON_ENTROPY': 10.086848311478821} - time: 2018-11-30 10:26:29.148408
BayesianSearch: Config is suboptimal. Config: {'topK': 20, 'shrink': 300, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.70934578792089, 'tversky_beta': 1.620978520164396} - results: {'ROC_AUC': 0.4613793571428545, 'PRECISION': 0.15250999999999817, 'RECALL': 0.15250999999999817, 'RECALL_TEST_LEN': 0.15250999999999817, 'MAP': 0.08401499999999908, 'MRR': 0.40711761904762245, 'NDCG': 0.17522752351239324, 'F1': 0.15250999999999817, 'HIT_RATE': 1.5251, 'ARHR': 0.5758400396825427, 'NOVELTY': 0.005539257629356763, 'DIVERSITY_MEAN_INTER_LIST': 0.9837635803580359, 'DIVERSITY_HERFINDAHL': 0.9983665204, 'COVERAGE_ITEM': 0.186188514659559, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24994149882903982, 'SHANNON_ENTROPY': 10.218684356881777} - time: 2018-11-30 10:26:38.410364
BayesianSearch: New best config found. Config: {'topK': 150, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3671677745539512, 'tversky_beta': 0.7733749524678244} - results: {'ROC_AUC': 0.4789864365079322, 'PRECISION': 0.1620599999999964, 'RECALL': 0.1620599999999964, 'RECALL_TEST_LEN': 0.1620599999999964, 'MAP': 0.09077360317460195, 'MRR': 0.4312548015873036, 'NDCG': 0.1869900689125061, 'F1': 0.1620599999999964, 'HIT_RATE': 1.6206, 'ARHR': 0.6166068650793683, 'NOVELTY': 0.005498133436119362, 'DIVERSITY_MEAN_INTER_LIST': 0.979833097309731, 'DIVERSITY_HERFINDAHL': 0.9979735114, 'COVERAGE_ITEM': 0.21163072449721348, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.19689291666666667, 'SHANNON_ENTROPY': 9.98149347353876} - time: 2018-11-30 10:26:49.280177
BayesianSearch: Config is suboptimal. Config: {'topK': 10, 'shrink': 300, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9443306342571476, 'tversky_beta': 1.3539894025319823} - results: {'ROC_AUC': 0.4396130833333309, 'PRECISION': 0.1449299999999991, 'RECALL': 0.1449299999999991, 'RECALL_TEST_LEN': 0.1449299999999991, 'MAP': 0.07756473412698353, 'MRR': 0.38554924603174834, 'NDCG': 0.1648741202302277, 'F1': 0.1449299999999991, 'HIT_RATE': 1.4493, 'ARHR': 0.538175912698415, 'NOVELTY': 0.005600668447936583, 'DIVERSITY_MEAN_INTER_LIST': 0.9863048324832484, 'DIVERSITY_HERFINDAHL': 0.9986206202, 'COVERAGE_ITEM': 0.19903077295856555, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2657123466407011, 'SHANNON_ENTROPY': 10.420721995976246} - time: 2018-11-30 10:26:58.467895
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: {'ROC_AUC': 0.4552248888888871, 'PRECISION': 0.14570999999999848, 'RECALL': 0.14570999999999848, 'RECALL_TEST_LEN': 0.14570999999999848, 'MAP': 0.0781780912698406, 'MRR': 0.3966180158730196, 'NDCG': 0.16734363349229098, 'F1': 0.14570999999999848, 'HIT_RATE': 1.4571, 'ARHR': 0.5499253174603201, 'NOVELTY': 0.005308103440777287, 'DIVERSITY_MEAN_INTER_LIST': 0.9668868646864686, 'DIVERSITY_HERFINDAHL': 0.9966790176, 'COVERAGE_ITEM': 0.13525563363217835, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.1673049641833811, 'SHANNON_ENTROPY': 9.136336980824595} - time: 2018-11-30 10:27:17.414776
BayesianSearch: Best config is: Config {'topK': 150, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3671677745539512, 'tversky_beta': 0.7733749524678244}, MAP value is 0.0908
