BayesianSearch: Config is suboptimal. Config: {'topK': 700, 'alpha': 1.7895314571819811, 'beta': 1.3564193472928199, 'normalize_similarity': True} - results: {'ROC_AUC': 0.013518234126984123, 'PRECISION': 0.0038900000000000184, 'RECALL': 0.0038900000000000184, 'RECALL_TEST_LEN': 0.0038900000000000184, 'MAP': 0.001797555555555558, 'MRR': 0.01006892857142858, 'NDCG': 0.004127115745842457, 'F1': 0.0038900000000000184, 'HIT_RATE': 0.0389, 'ARHR': 0.01276206349206349, 'NOVELTY': 0.009388078230741302, 'DIVERSITY_MEAN_INTER_LIST': 0.9878554735473547, 'DIVERSITY_HERFINDAHL': 0.9987756688, 'COVERAGE_ITEM': 0.2642112914950327, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24940464698331197, 'SHANNON_ENTROPY': 10.68326836719669} - time: 2018-11-30 11:26:33.246010
BayesianSearch: Config is suboptimal. Config: {'topK': 50, 'alpha': 0.26384343731336934, 'beta': 1.000418231542879, 'normalize_similarity': True} - results: {'ROC_AUC': 0.035956257936507946, 'PRECISION': 0.011379999999999923, 'RECALL': 0.011379999999999923, 'RECALL_TEST_LEN': 0.011379999999999923, 'MAP': 0.004679734126984141, 'MRR': 0.024691349206349147, 'NDCG': 0.011329920350015163, 'F1': 0.011379999999999923, 'HIT_RATE': 0.1138, 'ARHR': 0.03291738095238094, 'NOVELTY': 0.009418316121854205, 'DIVERSITY_MEAN_INTER_LIST': 0.9864491489148915, 'DIVERSITY_HERFINDAHL': 0.9986350504, 'COVERAGE_ITEM': 0.27530894111945725, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.22871297078493488, 'SHANNON_ENTROPY': 10.571310599250083} - time: 2018-11-30 11:27:02.390600
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'alpha': 1.9291680697738134, 'beta': 1.6329996930502402, 'normalize_similarity': True} - results: {'ROC_AUC': 0.009346234126984121, 'PRECISION': 0.0025900000000000046, 'RECALL': 0.0025900000000000046, 'RECALL_TEST_LEN': 0.0025900000000000046, 'MAP': 0.0012762658730158727, 'MRR': 0.007015277777777784, 'NDCG': 0.0028308555245399477, 'F1': 0.0025900000000000046, 'HIT_RATE': 0.0259, 'ARHR': 0.00896519841269842, 'NOVELTY': 0.009474126210819011, 'DIVERSITY_MEAN_INTER_LIST': 0.9856035423542354, 'DIVERSITY_HERFINDAHL': 0.9985504982, 'COVERAGE_ITEM': 0.21352071722801066, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24212082595870207, 'SHANNON_ENTROPY': 10.364311415855811} - time: 2018-11-30 11:27:44.756431
BayesianSearch: Config is suboptimal. Config: {'topK': 150, 'alpha': 1.2245374119268977, 'beta': 1.4642938968812937, 'normalize_similarity': True} - results: {'ROC_AUC': 0.01119126984126985, 'PRECISION': 0.003170000000000012, 'RECALL': 0.003170000000000012, 'RECALL_TEST_LEN': 0.003170000000000012, 'MAP': 0.0015214682539682527, 'MRR': 0.007997619047619055, 'NDCG': 0.003378539901971817, 'F1': 0.003170000000000012, 'HIT_RATE': 0.0317, 'ARHR': 0.010453214285714288, 'NOVELTY': 0.009535544523037742, 'DIVERSITY_MEAN_INTER_LIST': 0.9881963736373638, 'DIVERSITY_HERFINDAHL': 0.9988097554, 'COVERAGE_ITEM': 0.22713835716016476, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2522247482935154, 'SHANNON_ENTROPY': 10.548764845980871} - time: 2018-11-30 11:28:10.731966
BayesianSearch: Config is suboptimal. Config: {'topK': 10, 'alpha': 1.7265646038480043, 'beta': 1.1797365672014297, 'normalize_similarity': True} - results: {'ROC_AUC': 0.01146861904761905, 'PRECISION': 0.003260000000000013, 'RECALL': 0.003260000000000013, 'RECALL_TEST_LEN': 0.003260000000000013, 'MAP': 0.001391218253968253, 'MRR': 0.008381388888888897, 'NDCG': 0.0034208666011691096, 'F1': 0.003260000000000013, 'HIT_RATE': 0.0326, 'ARHR': 0.01048329365079365, 'NOVELTY': 0.009368748151125166, 'DIVERSITY_MEAN_INTER_LIST': 0.981893699369937, 'DIVERSITY_HERFINDAHL': 0.998179551, 'COVERAGE_ITEM': 0.2055245941361764, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.22263592644978783, 'SHANNON_ENTROPY': 10.143532770063869} - time: 2018-11-30 11:28:32.372217
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.25549277777777823, 'PRECISION': 0.0762700000000038, 'RECALL': 0.0762700000000038, 'RECALL_TEST_LEN': 0.0762700000000038, 'MAP': 0.038970408730158966, 'MRR': 0.21136456349206242, 'NDCG': 0.08616282555162906, 'F1': 0.0762700000000038, 'HIT_RATE': 0.7627, 'ARHR': 0.2802183730158735, 'NOVELTY': 0.006326261299833402, 'DIVERSITY_MEAN_INTER_LIST': 0.9972420462046205, 'DIVERSITY_HERFINDAHL': 0.9997142322, 'COVERAGE_ITEM': 0.5579355464017446, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.4059400607955532, 'SHANNON_ENTROPY': 12.53766529084458} - time: 2018-11-30 11:29:11.614643
BayesianSearch: Config is suboptimal. Config: {'topK': 5, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.39563478968253796, 'PRECISION': 0.11529000000000365, 'RECALL': 0.11529000000000365, 'RECALL_TEST_LEN': 0.11529000000000365, 'MAP': 0.05695994047619042, 'MRR': 0.326781150793652, 'NDCG': 0.13104041146561504, 'F1': 0.11529000000000365, 'HIT_RATE': 1.1529, 'ARHR': 0.4276983730158766, 'NOVELTY': 0.005244672281925043, 'DIVERSITY_MEAN_INTER_LIST': 0.9624786678667867, 'DIVERSITY_HERFINDAHL': 0.996238242, 'COVERAGE_ITEM': 0.098425006057669, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.17339438976377955, 'SHANNON_ENTROPY': 8.808329104574945} - time: 2018-11-30 11:29:37.588192
BayesianSearch: Config is suboptimal. Config: {'topK': 300, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4776310912698384, 'PRECISION': 0.15991999999999754, 'RECALL': 0.15991999999999754, 'RECALL_TEST_LEN': 0.15991999999999754, 'MAP': 0.08713199999999943, 'MRR': 0.4250559126984144, 'NDCG': 0.18338817323222756, 'F1': 0.15991999999999754, 'HIT_RATE': 1.5992, 'ARHR': 0.6019080555555556, 'NOVELTY': 0.005445154521803143, 'DIVERSITY_MEAN_INTER_LIST': 0.9792273287328732, 'DIVERSITY_HERFINDAHL': 0.9979129406, 'COVERAGE_ITEM': 0.21967530894111945, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.1835787869430966, 'SHANNON_ENTROPY': 9.914946626343877} - time: 2018-11-30 11:30:13.387299
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.45517316666666513, 'PRECISION': 0.14533999999999822, 'RECALL': 0.14533999999999822, 'RECALL_TEST_LEN': 0.14533999999999822, 'MAP': 0.07707851190476157, 'MRR': 0.3945077777777807, 'NDCG': 0.16629499542936682, 'F1': 0.14533999999999822, 'HIT_RATE': 1.4534, 'ARHR': 0.5449400793650834, 'NOVELTY': 0.0052845815306731, 'DIVERSITY_MEAN_INTER_LIST': 0.9674566416641663, 'DIVERSITY_HERFINDAHL': 0.9967359896, 'COVERAGE_ITEM': 0.1207172280106615, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.17513841091492777, 'SHANNON_ENTROPY': 9.085442638652552} - time: 2018-11-30 11:30:57.429407
BayesianSearch: Config is suboptimal. Config: {'topK': 150, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.1817030515873016, 'PRECISION': 0.04882000000000151, 'RECALL': 0.04882000000000151, 'RECALL_TEST_LEN': 0.04882000000000151, 'MAP': 0.025054773809523843, 'MRR': 0.1437711507936502, 'NDCG': 0.05594222161769867, 'F1': 0.04882000000000151, 'HIT_RATE': 0.4882, 'ARHR': 0.18396277777777678, 'NOVELTY': 0.006627309526505987, 'DIVERSITY_MEAN_INTER_LIST': 0.9984365376537654, 'DIVERSITY_HERFINDAHL': 0.9998336694, 'COVERAGE_ITEM': 0.6133753331717955, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.49101061621109177, 'SHANNON_ENTROPY': 12.995459902406925} - time: 2018-11-30 11:31:31.053270
BayesianSearch: Config is suboptimal. Config: {'topK': 200, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4747662063492048, 'PRECISION': 0.16147999999999724, 'RECALL': 0.16147999999999724, 'RECALL_TEST_LEN': 0.16147999999999724, 'MAP': 0.08803689285714189, 'MRR': 0.42400281746032015, 'NDCG': 0.18433739929422735, 'F1': 0.16147999999999724, 'HIT_RATE': 1.6148, 'ARHR': 0.6030470238095252, 'NOVELTY': 0.0054127283092704, 'DIVERSITY_MEAN_INTER_LIST': 0.9786244504450444, 'DIVERSITY_HERFINDAHL': 0.9978526588, 'COVERAGE_ITEM': 0.1615701478071238, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.21064345427286357, 'SHANNON_ENTROPY': 9.762802407662225} - time: 2018-11-30 11:32:02.379514
BayesianSearch: Config is suboptimal. Config: {'topK': 5, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.42140407539682073, 'PRECISION': 0.11565000000000322, 'RECALL': 0.11565000000000322, 'RECALL_TEST_LEN': 0.11565000000000322, 'MAP': 0.06151319047619051, 'MRR': 0.3518027777777794, 'NDCG': 0.13718030890598892, 'F1': 0.11565000000000322, 'HIT_RATE': 1.1565, 'ARHR': 0.46152765873016016, 'NOVELTY': 0.0057307347767166115, 'DIVERSITY_MEAN_INTER_LIST': 0.9879791119111911, 'DIVERSITY_HERFINDAHL': 0.9987880314, 'COVERAGE_ITEM': 0.2490913496486552, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2493448434156779, 'SHANNON_ENTROPY': 10.62693708077435} - time: 2018-11-30 11:32:29.331725
BayesianSearch: Config is suboptimal. Config: {'topK': 5, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.42493198015872785, 'PRECISION': 0.11868000000000248, 'RECALL': 0.11868000000000248, 'RECALL_TEST_LEN': 0.11868000000000248, 'MAP': 0.06356142063492083, 'MRR': 0.3572169047619068, 'NDCG': 0.14047885419800876, 'F1': 0.11868000000000248, 'HIT_RATE': 1.1868, 'ARHR': 0.47188269841270286, 'NOVELTY': 0.0057510062798781575, 'DIVERSITY_MEAN_INTER_LIST': 0.9890254565456547, 'DIVERSITY_HERFINDAHL': 0.9988926554, 'COVERAGE_ITEM': 0.2615943784831597, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2589402000370439, 'SHANNON_ENTROPY': 10.748464133809138} - time: 2018-11-30 11:32:56.953522
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'alpha': 0.0, 'beta': 2.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.003123710317460318, 'PRECISION': 0.0009199999999999993, 'RECALL': 0.0009199999999999993, 'RECALL_TEST_LEN': 0.0009199999999999993, 'MAP': 0.0005535714285714286, 'MRR': 0.002377698412698412, 'NDCG': 0.0010457861371338368, 'F1': 0.0009199999999999993, 'HIT_RATE': 0.0092, 'ARHR': 0.0034012301587301587, 'NOVELTY': 0.009722309917564788, 'DIVERSITY_MEAN_INTER_LIST': 0.9606334633463346, 'DIVERSITY_HERFINDAHL': 0.99605374, 'COVERAGE_ITEM': 0.09503271141264841, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.20137565749235475, 'SHANNON_ENTROPY': 8.920305297913057} - time: 2018-11-30 11:33:39.707885
BayesianSearch: Config is suboptimal. Config: {'topK': 150, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4792537499999972, 'PRECISION': 0.16421999999999792, 'RECALL': 0.16421999999999792, 'RECALL_TEST_LEN': 0.16421999999999792, 'MAP': 0.09001971428571341, 'MRR': 0.4281209920634937, 'NDCG': 0.18755514094233514, 'F1': 0.16421999999999792, 'HIT_RATE': 1.6422, 'ARHR': 0.6135284920634916, 'NOVELTY': 0.005515086054098453, 'DIVERSITY_MEAN_INTER_LIST': 0.9828164976497649, 'DIVERSITY_HERFINDAHL': 0.9982718216, 'COVERAGE_ITEM': 0.2363460140537921, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.2060881057810578, 'SHANNON_ENTROPY': 10.207783915045955} - time: 2018-11-30 11:34:13.337147
BayesianSearch: Config is suboptimal. Config: {'topK': 150, 'alpha': 0.994061106278946, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4838443253968198, 'PRECISION': 0.1661199999999969, 'RECALL': 0.1661199999999969, 'RECALL_TEST_LEN': 0.1661199999999969, 'MAP': 0.09163738492063375, 'MRR': 0.43330420634920674, 'NDCG': 0.18997763821482658, 'F1': 0.1661199999999969, 'HIT_RATE': 1.6612, 'ARHR': 0.6220699999999996, 'NOVELTY': 0.005448945257742539, 'DIVERSITY_MEAN_INTER_LIST': 0.9809204900490048, 'DIVERSITY_HERFINDAHL': 0.9980822398, 'COVERAGE_ITEM': 0.18730312575720862, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.21054260734609417, 'SHANNON_ENTROPY': 9.958460257929561} - time: 2018-11-30 11:34:44.859922
BayesianSearch: Config is suboptimal. Config: {'topK': 600, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.40724187698412384, 'PRECISION': 0.11848000000000289, 'RECALL': 0.11848000000000289, 'RECALL_TEST_LEN': 0.11848000000000289, 'MAP': 0.05956695634920659, 'MRR': 0.3374611507936525, 'NDCG': 0.13551350809335708, 'F1': 0.11848000000000289, 'HIT_RATE': 1.1848, 'ARHR': 0.4440471428571459, 'NOVELTY': 0.005122790813595787, 'DIVERSITY_MEAN_INTER_LIST': 0.9383528192819283, 'DIVERSITY_HERFINDAHL': 0.9938258984, 'COVERAGE_ITEM': 0.06711897261933608, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.15685913419913422, 'SHANNON_ENTROPY': 8.110332082555312} - time: 2018-11-30 11:35:22.904687
BayesianSearch: Config is suboptimal. Config: {'topK': 300, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.41391059523809237, 'PRECISION': 0.12192000000000217, 'RECALL': 0.12192000000000217, 'RECALL_TEST_LEN': 0.12192000000000217, 'MAP': 0.06180858333333346, 'MRR': 0.3462702380952403, 'NDCG': 0.1396125099621713, 'F1': 0.12192000000000218, 'HIT_RATE': 1.2192, 'ARHR': 0.4580152777777811, 'NOVELTY': 0.005142684776040833, 'DIVERSITY_MEAN_INTER_LIST': 0.9436898769876988, 'DIVERSITY_HERFINDAHL': 0.9943595508, 'COVERAGE_ITEM': 0.07317664162830143, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.15914644606221043, 'SHANNON_ENTROPY': 8.25054757731001} - time: 2018-11-30 11:35:57.639821
BayesianSearch: Config is suboptimal. Config: {'topK': 200, 'alpha': 2.0, 'beta': 0.7870487114351189, 'normalize_similarity': True} - results: {'ROC_AUC': 0.09404572619047591, 'PRECISION': 0.0376300000000004, 'RECALL': 0.0376300000000004, 'RECALL_TEST_LEN': 0.0376300000000004, 'MAP': 0.015109281746031811, 'MRR': 0.06687019841269859, 'NDCG': 0.03533423260599375, 'F1': 0.0376300000000004, 'HIT_RATE': 0.3763, 'ARHR': 0.09696686507936535, 'NOVELTY': 0.008585132137628302, 'DIVERSITY_MEAN_INTER_LIST': 0.9920990199019902, 'DIVERSITY_HERFINDAHL': 0.999199981, 'COVERAGE_ITEM': 0.4535982553913254, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.29068422604422606, 'SHANNON_ENTROPY': 11.582901256137076} - time: 2018-11-30 11:36:51.825081
BayesianSearch: Config is suboptimal. Config: {'topK': 500, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4616605198412676, 'PRECISION': 0.15138999999999747, 'RECALL': 0.15138999999999747, 'RECALL_TEST_LEN': 0.15138999999999747, 'MAP': 0.08072446428571335, 'MRR': 0.40453313492063836, 'NDCG': 0.17274837246984243, 'F1': 0.15138999999999747, 'HIT_RATE': 1.5139, 'ARHR': 0.5649811904761919, 'NOVELTY': 0.005325216109583311, 'DIVERSITY_MEAN_INTER_LIST': 0.9720142654265427, 'DIVERSITY_HERFINDAHL': 0.9971917064, 'COVERAGE_ITEM': 0.13060334383329295, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.1887891172106825, 'SHANNON_ENTROPY': 9.31247461140488} - time: 2018-11-30 11:37:59.397110
BayesianSearch: Config is suboptimal. Config: {'topK': 600, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4708794007936469, 'PRECISION': 0.15426999999999744, 'RECALL': 0.15426999999999744, 'RECALL_TEST_LEN': 0.15426999999999744, 'MAP': 0.08317612698412616, 'MRR': 0.4161204761904787, 'NDCG': 0.1771452043429017, 'F1': 0.15426999999999744, 'HIT_RATE': 1.5427, 'ARHR': 0.5821235714285727, 'NOVELTY': 0.005391653375523577, 'DIVERSITY_MEAN_INTER_LIST': 0.9747864506450645, 'DIVERSITY_HERFINDAHL': 0.9974688972, 'COVERAGE_ITEM': 0.21201841531378726, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.16370306215722122, 'SHANNON_ENTROPY': 9.653123333488129} - time: 2018-11-30 11:38:38.840119
BayesianSearch: Config is suboptimal. Config: {'topK': 800, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.46760995238095004, 'PRECISION': 0.1519099999999978, 'RECALL': 0.1519099999999978, 'RECALL_TEST_LEN': 0.1519099999999978, 'MAP': 0.08162191269841218, 'MRR': 0.4120162301587332, 'NDCG': 0.174509355263412, 'F1': 0.1519099999999978, 'HIT_RATE': 1.5191, 'ARHR': 0.5736871825396826, 'NOVELTY': 0.00537409536784251, 'DIVERSITY_MEAN_INTER_LIST': 0.9727518671867187, 'DIVERSITY_HERFINDAHL': 0.9972654592, 'COVERAGE_ITEM': 0.21032226799127696, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.1576250264915918, 'SHANNON_ENTROPY': 9.561656683145856} - time: 2018-11-30 11:39:22.985713
BayesianSearch: Config is suboptimal. Config: {'topK': 5, 'alpha': 2.0, 'beta': 2.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.012513238095238091, 'PRECISION': 0.0030300000000000097, 'RECALL': 0.0030300000000000097, 'RECALL_TEST_LEN': 0.0030300000000000097, 'MAP': 0.0012028055555555548, 'MRR': 0.008425634920634924, 'NDCG': 0.003198363796621561, 'F1': 0.0030300000000000097, 'HIT_RATE': 0.0303, 'ARHR': 0.009826428571428573, 'NOVELTY': 0.008983906207476017, 'DIVERSITY_MEAN_INTER_LIST': 0.9937868586858686, 'DIVERSITY_HERFINDAHL': 0.999368748, 'COVERAGE_ITEM': 0.4278652774412406, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.34451656398640995, 'SHANNON_ENTROPY': 11.812155019252634} - time: 2018-11-30 11:39:51.453672
BayesianSearch: Config is suboptimal. Config: {'topK': 400, 'alpha': 0.9263035435941644, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.4700555357142829, 'PRECISION': 0.15804999999999714, 'RECALL': 0.15804999999999714, 'RECALL_TEST_LEN': 0.15804999999999714, 'MAP': 0.0849050833333325, 'MRR': 0.4172066666666704, 'NDCG': 0.18005796445831657, 'F1': 0.15804999999999714, 'HIT_RATE': 1.5805, 'ARHR': 0.5881865476190499, 'NOVELTY': 0.005354311612090068, 'DIVERSITY_MEAN_INTER_LIST': 0.9746434723472347, 'DIVERSITY_HERFINDAHL': 0.9974546008, 'COVERAGE_ITEM': 0.15570632420644537, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.18346123833229622, 'SHANNON_ENTROPY': 9.498020308386842} - time: 2018-11-30 11:40:26.030822
BayesianSearch: Config is suboptimal. Config: {'topK': 700, 'alpha': 0.7693411913024937, 'beta': 0.0, 'normalize_similarity': True} - results: {'ROC_AUC': 0.46398604761904505, 'PRECISION': 0.15084999999999743, 'RECALL': 0.15084999999999743, 'RECALL_TEST_LEN': 0.15084999999999743, 'MAP': 0.0805800317460309, 'MRR': 0.4066544444444476, 'NDCG': 0.17260573576018215, 'F1': 0.15084999999999743, 'HIT_RATE': 1.5085, 'ARHR': 0.5656745634920661, 'NOVELTY': 0.005307412445923348, 'DIVERSITY_MEAN_INTER_LIST': 0.9700056485648565, 'DIVERSITY_HERFINDAHL': 0.9969908648, 'COVERAGE_ITEM': 0.1415556094015023, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.16948832306639286, 'SHANNON_ENTROPY': 9.241863603280978} - time: 2018-11-30 11:41:08.695002
BayesianSearch: Config is suboptimal. Config: {'topK': 400, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': False} - results: {'ROC_AUC': 0.2240183492063489, 'PRECISION': 0.06428000000000297, 'RECALL': 0.06428000000000297, 'RECALL_TEST_LEN': 0.06428000000000297, 'MAP': 0.032426726190476304, 'MRR': 0.18016781746031688, 'NDCG': 0.07246001929566265, 'F1': 0.06428000000000297, 'HIT_RATE': 0.6428, 'ARHR': 0.2352611507936499, 'NOVELTY': 0.006455618027810892, 'DIVERSITY_MEAN_INTER_LIST': 0.9979596079607961, 'DIVERSITY_HERFINDAHL': 0.9997859812, 'COVERAGE_ITEM': 0.5807123818754544, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.4438246111481976, 'SHANNON_ENTROPY': 12.76267118341373} - time: 2018-11-30 11:41:46.827379
BayesianSearch: Testing config: {'topK': 600, 'alpha': 1.1661276722965577, 'beta': 1.7548088415771526, 'normalize_similarity': False} - Exception name 'sys' is not defined
BayesianSearch: New best config found. Config: {'topK': 500, 'alpha': 0.27084044499964177, 'beta': 0.8647195409501338, 'normalize_similarity': False} - results: {'ROC_AUC': 0.24761594444444585, 'PRECISION': 0.08381000000000453, 'RECALL': 0.08381000000000453, 'RECALL_TEST_LEN': 0.08381000000000453, 'MAP': 0.03617289285714302, 'MRR': 0.18794972222222064, 'NDCG': 0.08586679610311986, 'F1': 0.08381000000000453, 'HIT_RATE': 0.8381, 'ARHR': 0.2566598015873019, 'NOVELTY': 0.007666692734895145, 'DIVERSITY_MEAN_INTER_LIST': 0.9941963496349635, 'DIVERSITY_HERFINDAHL': 0.999409693, 'COVERAGE_ITEM': 0.45665132057184393, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.3142989622241087, 'SHANNON_ENTROPY': 11.795181111820716} - time: 2018-11-30 11:51:06.676560
BayesianSearch: New best config found. Config: {'topK': 20, 'alpha': 0.12598997492409247, 'beta': 1.2081372613506698, 'normalize_similarity': False} - results: {'ROC_AUC': 0.011475809523809525, 'PRECISION': 0.00329000000000001, 'RECALL': 0.00329000000000001, 'RECALL_TEST_LEN': 0.00329000000000001, 'MAP': 0.0014515198412698405, 'MRR': 0.008482380952380957, 'NDCG': 0.00349961094558239, 'F1': 0.00329000000000001, 'HIT_RATE': 0.0329, 'ARHR': 0.010838650793650796, 'NOVELTY': 0.009621224277605287, 'DIVERSITY_MEAN_INTER_LIST': 0.982882402240224, 'DIVERSITY_HERFINDAHL': 0.9982784114, 'COVERAGE_ITEM': 0.1681124303368064, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.24235053025936598, 'SHANNON_ENTROPY': 10.056164388187756} - time: 2018-11-30 12:25:14.571868
